customer_id,customer_name,account_type,transaction_amount,transaction_type,city
2881,Jeremy Henderson,Savings,17644.126500000002,Debit,Port Michellefort
2882,David Thompson,Savings,24567.606000000003,Credit,Marquezton
2883,Kristen Wright,Current,19935.93,Debit,Amymouth
2884,Jessica Hudson,Savings,180.54749999999999,Credit,Kelleyfort
2885,Carrie Mckenzie,Savings,601.146,Credit,New Robin
2886,Angel Blake,Current,10770.816,Credit,Lake Robertmouth
2887,Rachel Robbins,Savings,33185.3655,Credit,Maryborough
2888,Jennifer Cook,Current,24901.086,Credit,West Amberfurt
2889,Derrick Perez,Current,21178.9095,Debit,Melissaberg
2890,John Turner,Savings,11349.932999999999,Credit,Whitakermouth
2891,Jason Krause,Current,26578.797000000002,Credit,Johnport
2892,Jason Ferguson,Current,25995.249000000003,Credit,Port Shannon
2893,Richard Fleming,Current,20587.5915,Debit,South Saraburgh
2894,Wendy Webb,Current,44986.7355,Debit,Stuartbury
2895,Aaron Harrington,Savings,17467.8105,Debit,Tracyfort
2896,Sharon Herrera,Savings,6826.932000000001,Credit,Malonemouth
2897,Krista Bates,Savings,22550.850000000002,Credit,West Aaronbury
2898,Anna Christian,Savings,33286.9425,Debit,East Kathyborough
2899,Denise Wilson,Savings,49995.393000000004,Credit,Whitneyborough
2900,Michael David,Current,40316.157,Credit,Jeanburgh
2901,Daniel Nguyen,Savings,23219.7,Debit,Angelaside
2902,Donna Richard,Current,27607.398,Debit,East Joseview
2903,Ricky Mullins,Savings,20328.504,Debit,Port Kaitlyn
2904,Brian Castillo,Savings,33811.207500000004,Credit,South Lorifort
2905,Rhonda Trevino,Current,26295.318,Credit,East Robert
2906,Mark Green,Savings,39299.420999999995,Credit,Lake Jeffrey
2907,Pamela Smith,Current,46949.7525,Credit,Nathanstad
2908,Matthew Wilson,Current,39242.0595,Credit,North Scottmouth
2909,Lauren Arias,Current,51011.60400000001,Credit,Lake Gail
2910,Jamie Gray,Savings,14951.254500000001,Credit,Lake Amandachester
2911,Kenneth Kennedy,Savings,32989.026,Credit,Stephanieside
2912,Billy Smith,Savings,26778.381,Debit,Adamport
2913,Nicole Peterson,Current,41030.115000000005,Credit,Mariestad
2914,Traci Burton,Savings,23737.497,Credit,Port Kristinburgh
2915,Matthew Price,Current,14989.390500000001,Credit,Port Katie
2916,Robert Jimenez,Savings,25288.494,Debit,Port Michaelchester
2917,Nathaniel Hart,Savings,47876.283,Credit,East Mackenziebury
2918,Kristine Williams,Current,49550.1405,Credit,Hardingshire
2919,Charles Martinez,Current,24193.281000000003,Credit,South Bianca
2920,Jake Chang,Savings,16931.5965,Credit,Lake Nicole
2921,Joseph Hall,Savings,4853.9925,Credit,East Erinville
2922,Zachary Mendoza,Savings,25588.447500000002,Credit,Lake Aliciaberg
2923,Katherine Ferrell,Savings,25348.3335,Credit,Rhondaview
2924,Lauren Kaufman,Savings,10426.363500000001,Credit,Lake Richard
2925,Carolyn Navarro,Savings,20130.369,Credit,Port Ashley
2926,Cody Duffy,Savings,50334.6585,Credit,Kiddberg
2927,Victoria Alvarez,Savings,43681.197,Credit,North Jamesstad
2928,Diamond Martin,Savings,49955.1255,Debit,East Kristopherland
2929,Joshua Wells,Savings,29957.7915,Debit,Lake Michelle
2930,Stephanie Leonard,Current,38955.0735,Credit,Coryside
2931,Alicia Beasley,Savings,45306.429000000004,Credit,West Jamiehaven
2932,Amanda Kelley,Savings,51016.3815,Debit,East Joseland
2933,James Carpenter,Savings,31338.510000000002,Credit,North Melissafort
2934,Madison Lawrence,Savings,13057.506,Debit,Lake Debrabury
2935,Ricky King,Savings,29575.959000000003,Credit,Jamesberg
2936,Samantha Nelson,Savings,51374.179500000006,Debit,Thompsonhaven
2937,Yvonne Hunt,Current,46968.463500000005,Credit,Ballardfort
2938,Jeremy Sanders,Savings,19240.6725,Debit,North Larry
2939,Timothy Padilla,Savings,21894.81,Debit,Ortegaborough
2940,Rebekah Huffman,Savings,8665.7235,Credit,Duarteburgh
2941,Alexander Merritt,Savings,33440.4315,Debit,New Vanessa
2942,Richard Shields,Savings,19153.2705,Credit,Edwardsland
2943,Jessica Mccoy,Current,16493.295000000002,Credit,Garciaport
2944,Paul Pierce,Current,34763.0745,Credit,Millermouth
2945,Crystal Cohen,Savings,34890.7125,Credit,South Kellybury
2946,Amanda Moss,Current,19230.834000000003,Debit,New Jessica
2947,Teresa Johnson,Current,19554.2655,Debit,Davidfort
2948,Brittney Adams,Savings,36961.7115,Credit,Parkerborough
2949,Matthew Martinez,Current,24326.1585,Credit,West Leemouth
2950,Lisa Carroll,Savings,41845.083,Debit,Birdfurt
2951,Dr. Jackson Harrison,Current,52204.635,Debit,Davisborough
2952,Barbara Glenn,Savings,21635.197500000002,Debit,North Alexandrahaven
2953,Vanessa Hammond,Savings,24906.3675,Debit,East Rebeccaside
2954,Aaron Turner,Savings,20991.012,Credit,Sandraberg
2955,Leslie Anderson,Savings,17704.879500000003,Credit,West Mikeville
2956,Tasha Williams,Current,44512.503000000004,Debit,New Devonview
2957,Gerald Reynolds,Savings,37510.4205,Debit,Mccallville
2958,Paul James,Savings,39164.9265,Debit,Turnerton
2959,Andrea Proctor,Current,11415.243,Credit,Port Anna
2960,Joseph Bond MD,Savings,35788.315500000004,Debit,Port Chadmouth
2961,Evan Marquez,Current,37792.712999999996,Credit,Krystalview
2962,Anthony Galvan,Savings,11049.139500000001,Credit,Walkerfurt
2963,Whitney Lozano,Current,3661.434,Credit,North Rebekah
2964,Jeffrey Crane,Savings,33648.804000000004,Debit,Annetteborough
2965,Corey Medina,Savings,17958.507,Credit,Woodwardton
2966,Tracey White,Savings,42901.0365,Credit,Port Sherrihaven
2967,Jennifer Lewis,Current,8354.304,Debit,New Austin
2968,Patrick Stevenson,Current,26176.668,Credit,East Christinabury
2969,Brady Lewis,Savings,29964.6585,Debit,South Stephen
2970,Amanda Jackson,Savings,10143.871500000001,Credit,New Stephanie
2971,Joseph Thompson,Current,25591.020000000004,Debit,Staffordview
2972,Thomas Powell,Savings,5809.4295,Debit,North Jessica
2973,Robert James,Current,5276.2815,Debit,Leeland
2974,Sabrina Hines,Savings,19361.6955,Credit,West Tracieport
2975,Jamie Bennett,Savings,6711.201,Credit,New Nathanshire
2976,Jason Gamble,Savings,50652.955500000004,Debit,Brianbury
2977,Cassandra Benton,Savings,168.57750000000001,Credit,East Benjamintown
2978,Caleb Hess,Savings,25249.696500000002,Debit,New Walter
2979,Brittany Meyers,Current,51144.618,Debit,North Chelseaview
2980,Teresa Perez,Savings,21857.356499999998,Credit,Millerfort
2981,Steven Greene,Current,13437.1965,Debit,Port Aliciaton
2982,Edward Carter,Savings,43863.8865,Debit,Comptonberg
2983,Kevin James,Savings,31578.697500000002,Credit,North Jacquelinestad
2984,Cynthia Brown,Savings,30455.197500000002,Credit,Allenburgh
2985,Douglas Wolf,Savings,20603.751,Credit,Amandamouth
2986,Amber Foster,Savings,40326.111000000004,Debit,Bentonborough
2987,William Page,Current,50138.655,Debit,Patriciaside
2988,Brandon Alexander,Savings,16415.238,Debit,Kylemouth
2989,Eric Martin,Savings,52030.419,Credit,Port Kristinefurt
2990,Anthony Kline,Savings,1624.938,Credit,New Kathryn
2991,Yolanda Dennis,Savings,23914.926,Debit,Peterton
2992,Morgan White,Current,17971.926,Credit,North Edwardstad
2993,John Anderson,Savings,20849.272500000003,Debit,Solisfort
2994,Dr. Cheryl Mcdaniel,Current,24240.699,Credit,Hayesfort
2995,Joanne Hernandez,Savings,46188.954000000005,Debit,Lake Craig
2996,Jason Brown,Savings,13371.855000000001,Credit,Lake Eric
2997,Kelsey Baldwin,Savings,23915.671500000004,Credit,Alanport
2998,Adrian Wong,Savings,27274.7265,Debit,North Kristen
2999,Elizabeth Harris,Savings,48071.709,Credit,Philliptown
3000,Kevin Jones,Savings,36067.2375,Credit,Johnport
3001,Ashley Christensen,Current,11981.917500000001,Debit,Vasquezton
3002,Jamie Holden,Current,10516.737000000001,Debit,Kaylatown
3003,Trevor Ibarra,Savings,46816.791,Credit,Nathanburgh
3004,Tony Snow,Current,27051.9585,Credit,Port Mariamouth
3005,Brian Floyd,Current,29647.3485,Credit,Cameronborough
3006,Bonnie Hughes,Savings,2325.9285,Credit,Port Davidland
3007,Jessica Carney,Savings,8911.7595,Credit,New Jennifer
3008,Kathryn Morton,Savings,12233.3505,Credit,Port Jenniferland
3009,Dennis Morris,Savings,42013.03050000001,Credit,Garciatown
3010,Jeffrey Willis,Current,3089.3940000000002,Debit,North Crystaltown
3011,William Hall,Savings,607.803,Debit,East Melindaside
3012,Katie Shah,Savings,27975.633,Debit,Rhondaview
3013,Edward Huber,Current,2880.234,Debit,Port Jasonfurt
3014,Jessica Lee,Current,18600.7605,Debit,North Dana
3015,Daniel Hinton,Savings,1352.8410000000001,Debit,West Victoria
3016,Elizabeth Norton,Savings,15304.317000000001,Debit,Amandaport
3017,Dustin Riddle,Current,2037.3675,Debit,West Ruthbury
3018,James Knight,Current,19969.131,Credit,Lake Erinport
3019,Patrick Giles,Savings,38915.5725,Credit,Michaelton
3020,Ashley Lang,Current,35880.5475,Credit,West Tammy
3021,Gregory Rogers,Savings,5542.8240000000005,Debit,Angelafort
3022,Cody Myers,Savings,9379.261499999999,Credit,Port Jodi
3023,Erika Bryant,Savings,24412.678499999998,Debit,Adamland
3024,Adam Gillespie MD,Savings,2486.547,Debit,East Lisa
3025,Michael Garcia,Savings,41261.923500000004,Credit,Brownburgh
3026,Jonathan Garcia,Current,14256.1965,Credit,South Lindaland
3027,William Mendoza,Savings,24429.405,Debit,Lake Brandonburgh
3028,Kayla Garcia,Savings,42818.4435,Credit,Debramouth
3029,Jasmine Griffin,Current,28087.0485,Credit,Claudiatown
3030,Mike Lewis,Current,22956.097500000003,Debit,South Sabrina
3031,Shawn Jones,Current,10668.168,Credit,Benjaminland
3032,Katie Schaefer,Savings,5321.767500000001,Credit,Ortizfurt
3033,Elizabeth Barker,Savings,34869.996,Credit,East Matthewville
3034,Jose Riley,Current,14844.27,Credit,Harttown
3035,Mandy Cox,Current,35645.085,Credit,Andreatown
3036,Stephanie Ellis,Current,26790.6765,Debit,New Diana
3037,Rachel Griffin,Current,28376.628,Credit,Lake Kristenland
3038,David Orozco,Savings,26269.897500000003,Credit,Mollymouth
3039,Mitchell Anderson,Current,37088.1945,Debit,New Amandaburgh
3040,Alexandria Mitchell,Current,50647.527,Credit,Michellemouth
3041,Jeanette Smith,Current,1112.8635,Debit,Parksstad
3042,Lacey Garner,Current,43138.0005,Debit,Smithview
3043,Sarah Boyle,Savings,41849.451,Debit,West Deniseshire
3044,Joshua Wood,Current,49134.9285,Debit,East Williammouth
3045,Dana Houston,Savings,37782.402,Credit,Glendatown
3046,Jessica Garza,Savings,48421.894499999995,Credit,East Heatherville
3047,Lauren Travis,Savings,4561.053,Debit,Lake Clifford
3048,Jay Jacobs,Savings,27842.514000000003,Debit,Lake Erica
3049,Charles Weber,Current,43510.099500000004,Debit,Osbornfurt
3050,Denise Moreno,Savings,35442.8655,Debit,North Carla
3051,Nathan Robinson,Savings,11799.1755,Credit,Hernandezberg
3052,Morgan Sanchez,Current,2339.61,Credit,New Amber
3053,Isaac Perry,Current,5119.59,Credit,Salazarton
3054,Jo Reilly,Current,17039.442000000003,Debit,Annetteberg
3055,Courtney Hanson,Current,47239.269,Credit,Dianaville
3056,John Gray,Savings,19362.567000000003,Debit,Dominiquebury
3057,Scott Martinez,Savings,37592.961,Credit,Williamsland
3058,Cheyenne Buck,Current,9035.281500000001,Credit,South Lisastad
3059,Anne Martinez,Savings,26305.0305,Credit,Castroburgh
3060,Linda Alexander,Current,50019.858,Debit,South Charleston
3061,Wendy Miller,Savings,32610.921000000002,Credit,Michellestad
3062,Andrea Fitzpatrick,Current,45393.39000000001,Credit,Wrightville
3063,Tammy Howard,Savings,40825.6275,Credit,Kyleview
3064,Geoffrey Cole,Savings,12237.676500000001,Debit,Laurieshire
3065,Danielle Gray,Current,19280.457000000002,Debit,Philliphaven
3066,Elizabeth Brown,Savings,8031.555,Credit,South Carla
3067,Richard Hunt,Savings,34250.569500000005,Debit,Scottmouth
3068,Tina Shaw,Current,39645.48,Credit,Christophermouth
3069,James Henry,Savings,6511.0289999999995,Debit,Bethfort
3070,Andrew Morales,Current,47470.552500000005,Debit,Keithville
3071,Devin Bean,Savings,38535.105,Credit,Port Shelleyfort
3072,Lisa Murray,Savings,14753.8335,Debit,North Leslie
3073,Jose Stewart,Savings,33931.033500000005,Credit,Richardsonshire
3074,Craig Howard,Current,3997.917,Debit,Port Eric
3075,Caitlin Johnson,Savings,13536.8415,Credit,Millerport
3076,Mary Rush,Savings,1845.6165,Credit,Thomasburgh
3077,James Jackson,Current,7604.047500000001,Credit,Port Danielberg
3078,Louis Moore,Savings,15989.253,Debit,North Michaelborough
3079,Joseph Williams,Current,22791.846,Credit,Toddbury
3080,Teresa Washington,Current,48946.359000000004,Credit,Port Henry
3081,Nicholas Stein,Savings,22452.055500000002,Credit,South Kimberlyhaven
3082,Christopher Johnson,Current,8719.914,Credit,Pagetown
3083,Kimberly Gonzalez,Current,7896.4935000000005,Credit,Kennethton
3084,Phyllis Villanueva,Current,595.3605,Debit,Port Jenniferville
3085,Raymond Payne,Savings,31076.514000000003,Debit,Ericborough
3086,Sean Smith,Current,42654.832500000004,Debit,Courtneystad
3087,Kayla Ferguson,Current,22212.960000000003,Credit,Tranmouth
3088,Jacqueline Fox,Savings,7458.727500000001,Debit,South Donald
3089,Joseph Hicks,Current,38737.734000000004,Debit,Chambersview
3090,Gregory Bell,Savings,48890.929500000006,Debit,Carrmouth
3091,Christopher Owen,Savings,19476.6705,Credit,Andersonfort
3092,Cassandra Dominguez,Current,25306.953,Credit,Port Terryside
3093,Edward Franklin,Savings,29328.001500000002,Debit,Scottland
3094,Kevin Marshall PhD,Current,21034.44,Credit,Jonesmouth
3095,Christina Merritt,Current,17742.543,Credit,Heatherberg
3096,Xavier Little,Savings,39490.321500000005,Credit,North Richard
3097,Lisa Santos,Current,18079.771500000003,Credit,Kathleenbury
3098,Eric Moore,Savings,2372.3804999999998,Debit,New Juanfurt
3099,Christina Stout,Savings,52158.162000000004,Credit,Port Robinborough
3100,Kenneth Nelson,Savings,11583.914999999999,Credit,New Lori
3101,Stanley Adams,Current,6513.727500000001,Debit,East Ashleybury
3102,Sean Mcdaniel,Current,26317.504500000003,Credit,West Alexisstad
3103,Sharon Anthony,Current,2503.305,Credit,South Haleychester
3104,Alex Briggs,Current,40481.4585,Debit,New Debraside
3105,Sean Hinton,Current,22639.8165,Credit,Jonesfurt
3106,Chad Fletcher,Current,27507.9525,Debit,North Monicashire
3107,Daniel Sanchez,Savings,16204.765500000001,Credit,Chanfurt
3108,Jessica Duran,Savings,48922.839,Credit,Michaelstad
3109,Jim Gaines,Current,13994.841,Debit,Ronaldbury
3110,Thomas Hughes,Current,27781.320000000003,Debit,Lake Steven
3111,Justin Koch,Savings,38372.1975,Credit,Lake Hannah
3112,Lisa Herring,Savings,40082.563500000004,Debit,Ericksonview
3113,Cynthia Lee,Savings,22084.986,Credit,South Christopher
3114,Barry Holmes,Savings,12428.766000000001,Credit,Michelefurt
3115,Timothy Dunlap,Savings,32596.494,Debit,Hudsonside
3116,Kyle Wells,Current,43547.9205,Credit,North Robert
3117,Maureen Frye,Current,14723.8455,Debit,Tylermouth
3118,Judy Prince,Savings,9182.008500000002,Credit,North Josephport
3119,Jessica Poole,Savings,28553.364,Debit,North Tracyland
3120,Mark Gardner,Current,51257.8605,Credit,South Haroldland
3121,Angela Fox,Current,28348.677000000003,Credit,Port Lindamouth
3122,Stephanie Ibarra,Current,34931.4315,Debit,Wilsonfort
3123,Luis Haley,Current,21045.255,Debit,Jeffreyborough
3124,Megan Garcia,Current,52038.9975,Credit,Wolftown
3125,Kelly Harris,Savings,13458.826500000001,Credit,Rayton
3126,William Matthews,Current,18126.129,Credit,Lake Sylvia
3127,Donald Ferrell,Current,44243.534999999996,Debit,East Kathrynchester
3128,Monique Booker,Current,37738.81650000001,Credit,Port Davidburgh
3129,Charlene Coleman,Current,43645.14000000001,Debit,South Paulamouth
3130,Steven Diaz,Current,51857.9565,Debit,West Melanieshire
3131,David Perez,Current,166.2675,Credit,Robertton
3132,Andrew Mckay,Current,29467.578,Credit,Stewartshire
3133,Katie Taylor,Savings,48653.766,Credit,Bishopbury
3134,Cameron Doyle,Current,24531.717,Credit,Lake Kentburgh
3135,Gina Guzman,Savings,39258.1035,Debit,East Derrickton
3136,Meagan Harding,Savings,8037.96,Credit,Port Susanton
3137,Amy White,Savings,44064.405,Debit,Michaelville
3138,Becky Franklin,Savings,18949.696500000002,Debit,New Peterborough
3139,Jeremy George,Savings,15215.728500000001,Debit,Lake Jeremy
3140,Thomas Newton,Savings,27127.1385,Credit,Atkinsmouth
3141,Andre Cisneros,Current,8131.7880000000005,Credit,East Joseph
3142,Lori Donovan,Savings,47540.2725,Debit,Johnsonville
3143,Alan Chan,Current,45682.6755,Debit,Hendersonborough
3144,Frederick Gray,Savings,2670.9269999999997,Debit,Mullenstad
3145,William Carey,Current,4368.9345,Debit,Port Stacey
3146,Kimberly Rodriguez,Savings,9767.656500000001,Debit,Laurashire
3147,Keith Sullivan,Savings,51537.108,Credit,Garnerbury
3148,Elijah Cook,Savings,24555.678,Credit,West Melindaton
3149,Susan Ho,Current,36598.2015,Debit,West Charles
3150,Mark Wright,Current,45422.769,Debit,East Kimberly
3151,Dana Davenport,Savings,10912.188,Credit,South Nancyland
3152,Autumn Howard,Savings,18182.409000000003,Credit,Vincentmouth
3153,Joseph Green,Current,31047.722999999998,Debit,South Allison
3154,Kara Willis,Current,14930.748000000001,Debit,Lake Angie
3155,Debbie Dominguez,Savings,39268.7295,Credit,South Keith
3156,Amanda Wilkins,Current,14152.3935,Credit,Reidview
3157,Seth Johnson,Current,12936.672,Credit,Lake Juliemouth
3158,Gloria Johnson,Savings,33697.251000000004,Credit,South Ashley
3159,John Jones,Savings,34290.249,Credit,Lake Morganmouth
3160,Kevin Williamson,Savings,48210.855,Debit,North Carlos
3161,Gregory Fields,Savings,23946.079500000003,Debit,Wrightside
3162,Brian Hale PhD,Current,17053.7115,Debit,Port Martinbury
3163,William Callahan,Savings,47308.38,Credit,Lake Jenniferburgh
3164,Bryan Bates,Current,43921.8255,Credit,Jasonhaven
3165,Victoria Walker,Savings,50524.9185,Credit,East Daniel
3166,Taylor Serrano,Current,46453.323000000004,Credit,Port Glennfort
3167,Shannon Oliver,Savings,25238.671500000004,Debit,Amyberg
3168,Kimberly Oneill,Current,42708.561,Debit,New Misty
3169,Dalton Murphy,Savings,14405.947500000002,Debit,New Melindabury
3170,Ryan Ross,Current,23445.009000000002,Credit,New Victor
3171,Krista Lopez,Current,27537.1635,Credit,New Kristy
3172,Kimberly Woods,Savings,638.904,Credit,Kevinberg
3173,Bethany Johnson,Savings,30381.487500000003,Debit,Lauraborough
3174,Kim Reyes,Savings,46396.171500000004,Debit,Knoxmouth
3175,Bridget York,Current,45659.554500000006,Debit,Kevinshire
3176,Jason Simpson,Current,33908.332500000004,Credit,Mccoychester
3177,David Moore,Current,9447.1545,Credit,North Rebecca
3178,Kevin Andrews,Savings,27144.936,Credit,Lake Christopherside
3179,Phillip Ibarra,Current,15500.709,Debit,Port Catherine
3180,Steven Bray,Current,8474.5815,Debit,Wesleyland
3181,Leslie Mcmillan,Savings,15746.356500000002,Credit,Kevinfort
3182,Yolanda Martin,Savings,47415.962999999996,Debit,Marthaborough
3183,Connor Ingram,Savings,35688.16650000001,Credit,Randallberg
3184,Jacqueline Mccarty,Savings,19446.4935,Debit,West Lori
3185,Caitlin Eaton,Savings,11987.6085,Debit,Newtonmouth
3186,Audrey Dunlap,Current,36688.554000000004,Debit,East Eric
3187,Marco Williams,Current,44457.105,Credit,Port Erica
3188,Tara Smith,Current,37153.179000000004,Debit,North Mark
3189,Jennifer Patel MD,Current,49841.0535,Credit,East Dustinfurt
3190,Michael Knight,Current,43434.3,Credit,West Kylie
3191,Herbert Collins,Current,22444.558500000003,Debit,Nicholston
3192,John Fuller,Current,41389.404,Debit,Schmittmouth
3193,Denise Sims,Current,25317.117000000002,Credit,West Johnbury
3194,Kristen Lowe,Current,5103.3885,Debit,Lake Sean
3195,Carolyn Glass,Current,7241.052,Debit,Johnathanmouth
3196,Rebecca Payne,Current,6689.655000000001,Debit,South Joseph
3197,Nancy Bailey,Savings,47507.008499999996,Debit,Port Doris
3198,Jacqueline Moyer,Savings,40166.742000000006,Credit,West Laura
3199,Denise Scott,Savings,29813.574,Debit,Kennethport
3200,Sarah Jackson,Savings,43248.135,Debit,Donnaview
3201,Christopher Stanley,Current,45490.840500000006,Credit,South Yvonneburgh
3202,Amanda Davis,Current,37997.127,Credit,Port Scott
3203,Ronald Rogers,Savings,1220.9505,Debit,North Christina
3204,Brittany Chan,Current,14671.933500000001,Debit,Duranfort
3205,Michele Bridges,Savings,46084.878000000004,Credit,Lake Ryan
3206,Paige Kirk,Savings,22211.857500000002,Credit,Josephborough
3207,Ashley Solis,Savings,5058.217500000001,Debit,Hallborough
3208,Rachel Mitchell,Current,13007.8515,Debit,Jessicaville
3209,Brandon Novak,Current,4076.2995,Credit,Spencerchester
3210,Felicia Young,Savings,16802.793,Debit,North Rosefurt
3211,Angela Allen,Current,20499.2655,Credit,Hallside
3212,Taylor Thomas,Savings,36435.966,Debit,Powellshire
3213,Noah Carpenter,Current,28258.125,Credit,Lake Brandonstad
3214,Darlene Martin,Savings,31482.664500000003,Credit,Kristopherbury
3215,Katie Williamson,Savings,51717.9075,Debit,South Jeremy
3216,John Williams,Savings,46097.929500000006,Debit,Nolanton
3217,Jennifer Thompson,Savings,14709.7755,Credit,Martinezchester
3218,Melinda Wong,Current,955.5840000000001,Credit,North Ericborough
3219,Jacob Barnett,Current,750.3615,Credit,Burnstown
3220,Gregory Cook,Current,47090.33700000001,Debit,Anthonymouth
3221,Noah Ramirez,Current,34300.9905,Credit,South Jeffreyburgh
3222,Dennis Lopez,Savings,49065.69150000001,Credit,Port Cynthia
3223,Joshua Schmitt,Savings,30669.376500000002,Credit,Ashleyville
3224,Lori Robinson,Savings,14367.864000000001,Credit,Loriview
3225,James Martin,Current,14776.3245,Debit,Owenstad
3226,William Dorsey,Savings,45939.096,Debit,Mcintyreberg
3227,Heather Lewis,Current,4123.161,Debit,North Victor
3228,Monique Fisher,Current,38021.298,Debit,New Rebeccaton
3229,Jay Johnson,Current,45230.682,Credit,Thompsonview
3230,Ryan Meadows,Savings,32637.118500000004,Credit,Patrickside
3231,David Brown,Current,16226.07,Debit,Taylorside
3232,Eric Donaldson DDS,Current,48516.1215,Debit,Randallburgh
3233,Kristopher Becker,Current,28273.119,Debit,Angelaview
3234,Nicole Dunn,Current,18073.093500000003,Debit,Port Katelynshire
3235,Brian Hughes,Savings,5196.817500000001,Debit,Manninghaven
3236,Steven Andrews,Current,49893.2595,Debit,South Tony
3237,Crystal Callahan,Current,14443.7055,Credit,Jeremytown
3238,Linda Brown,Current,7961.9400000000005,Credit,Bryantown
3239,Jessica Owen,Savings,16168.288500000002,Credit,Clarkbury
3240,Douglas Woodward,Current,40985.195999999996,Credit,South Christopher
3241,Ian Mann,Savings,38937.78,Credit,New Dennistown
3242,Jacqueline Smith,Savings,41385.33,Credit,Holderport
3243,Tara Benson,Current,27280.5855,Debit,Lake Tyler
3244,Jeffery Gonzalez,Current,17916.717,Debit,Andersonberg
3245,John Fernandez,Savings,21529.5885,Credit,Pattersonton
3246,Eric Ortiz,Savings,17642.289,Debit,West Moniquemouth
3247,Robert Davis MD,Current,7465.0275,Debit,East Rodneyton
3248,Rebecca Ward,Current,50674.459500000004,Credit,Jessefort
3249,Morgan Galloway,Savings,39925.2315,Debit,East Megan
3250,Laurie Davies,Savings,8989.407000000001,Debit,Kathyside
3251,Christina Singh,Current,19759.1205,Credit,Stevenview
3252,Diana Bowman,Savings,40809.226500000004,Credit,Nancyfort
3253,David Rodriguez,Savings,50014.356,Credit,East Jacquelineton
3254,Ashley Robinson,Savings,18467.547,Debit,Port Valerie
3255,Jim Contreras,Savings,42296.520000000004,Credit,Tammychester
3256,Micheal Forbes,Savings,11071.4835,Credit,Lake Jeffreybury
3257,Jose Meadows,Savings,23997.981000000003,Debit,Thomaschester
3258,Brandon Wise,Current,36527.0115,Credit,Port Brittanymouth
3259,Phillip Castillo,Current,42353.482500000006,Credit,Martinton
3260,Cynthia Kim,Current,9625.413,Credit,Port Alexistown
3261,Dana Mueller,Current,14414.19,Credit,Port Phyllishaven
3262,Erica Griffith,Current,925.701,Credit,New Jason
3263,Jake Armstrong,Current,3031.0875,Debit,Lucasside
3264,Jennifer Erickson,Savings,5077.758,Credit,Mariaberg
3265,Debbie Newton,Current,25825.506,Debit,Cranetown
3266,Dorothy Murphy,Current,44280.4845,Debit,North Philip
3267,Tyler Henderson,Current,14089.173,Credit,Port Michelleport
3268,Amanda Lowery,Current,23600.986500000003,Debit,Aguilarton
3269,John Juarez,Savings,36115.044,Credit,Sarahton
3270,Lawrence Stone,Savings,37596.2895,Credit,Madisontown
3271,Wayne Valentine Jr.,Current,33997.5405,Debit,East Michael
3272,Katherine Martinez,Savings,51463.167,Credit,Josephton
3273,William Wilson,Current,16038.340500000002,Credit,South Mitchell
3274,Stephanie Rodriguez,Current,17297.742000000002,Credit,Scottstad
3275,Michael Huang Jr.,Current,19593.945000000003,Credit,East Markmouth
3276,Heather Sanchez,Savings,31360.864500000003,Credit,East Julie
3277,Shaun Clark,Current,48985.6395,Credit,East Susanfort
3278,Christopher Clayton,Savings,11213.139000000001,Credit,Lake Lindastad
3279,Kimberly Flores,Savings,22539.1215,Credit,New Richard
3280,Mark Johnson,Current,31333.396500000003,Debit,Thomasbury
3281,Devin Flores,Savings,3474.534,Credit,Stricklandborough
3282,Ashley Trujillo,Current,36818.785500000005,Credit,Burtonfurt
3283,Anthony Escobar,Current,37212.273,Debit,Adamburgh
3284,Sarah Crane,Savings,17018.547,Debit,New Victor
3285,Sandy Monroe,Current,47172.1425,Credit,Jenniferborough
3286,Amanda Herman,Current,4257.2145,Debit,West Michelleview
3287,Dr. Michael Jones,Savings,14263.494,Credit,North Teresamouth
3288,Joseph Holt,Savings,10390.044000000002,Credit,Joshuachester
3289,Jessica Mendez,Savings,42849.76500000001,Credit,Karenshire
3290,Robert Rodriguez,Savings,44970.219,Credit,South Sara
3291,Ashley Hicks,Savings,11731.933500000001,Debit,South Brian
3292,Lisa Jefferson,Savings,31322.718,Debit,East Pennyborough
3293,Shaun Williams,Current,18564.9765,Debit,Stevenfurt
3294,Joseph Bowers,Current,45365.103,Debit,South Geraldstad
3295,Jason Foley,Savings,47780.187000000005,Debit,Penaberg
3296,Scott Stewart,Current,15632.7255,Debit,North Pennyport
3297,Raymond Ryan,Current,31296.300000000003,Credit,Matthewborough
3298,Allison Powers,Savings,18598.933500000003,Credit,Campbellstad
3299,Patricia Reid,Savings,46266.6225,Debit,Johnchester
3300,Cristina Wright,Current,34800.402,Credit,Dylanton
3301,Belinda Keith,Savings,6547.4325,Credit,North Gregoryville
3302,Kelly Moore,Savings,49401.891,Credit,Josephstad
3303,Jorge Wilkerson,Savings,47163.0285,Debit,Nathanborough
3304,Henry Huff,Savings,38213.448000000004,Credit,Stricklandport
3305,Katherine Cox,Savings,28312.2,Credit,Morrisonmouth
3306,Samantha Pruitt,Current,47133.303,Credit,West Angelaport
3307,Troy Lee,Savings,34621.083,Credit,West Rebeccaburgh
3308,Kathleen King,Savings,3406.263,Debit,East Jessica
3309,Pamela Jones,Savings,5337.4439999999995,Debit,East Tina
3310,Michelle Lawrence,Current,16655.6355,Debit,New Adamstad
3311,Pamela Dunn,Current,6593.853,Debit,West Sara
